FECHA|CLIENTE_ID|CANAL|CALIFICACION|COMENTARIO
2026-03-28|CLI-01803|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-03-22|CLI-00935|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-02-14|CLI-00417|tienda_norte|5|Muy buena variedad de productos disponibles.
2026-01-12|CLI-01208|tienda_norte|2|Los precios son más altos que en otros lugares.
2026-02-25|CLI-01990|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-01-25|CLI-01433|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-19|CLI-02202|online|5|Los productos son de muy buena calidad.
2026-03-13|CLI-00679|tienda_norte|4|Excelente atención del personal, volveré pronto.
2026-02-28|CLI-02696|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-14|CLI-01686|tienda_sur|5|Proceso de compra rápido y sin complicaciones.
2026-01-09|CLI-02857|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-02-01|CLI-01670|tienda_sur|2|Tardaron demasiado en atenderme.
2026-03-17|CLI-02084|tienda_sur|4|Muy buena variedad de productos disponibles.
2026-02-12|CLI-01474|online|3|El producto cumplió las expectativas básicas.
2026-02-26|CLI-00736|tienda_sur|5|Proceso de compra rápido y sin complicaciones.
2026-03-04|CLI-01831|tienda_norte|3|Regular, algunos productos no estaban disponibles.
2026-01-26|CLI-00186|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-03-26|CLI-00908|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-01-25|CLI-02051|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-03-02|CLI-01821|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-10|CLI-00102|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-19|CLI-01251|online|3|Regular, algunos productos no estaban disponibles.
2026-01-05|CLI-00121|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-03-17|CLI-00720|online|4|Los productos son de muy buena calidad.
2026-02-13|CLI-00821|online|4|Precios competitivos y buena experiencia general.
2026-01-30|CLI-02901|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-17|CLI-01716|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-01-17|CLI-00706|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-22|CLI-02220|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-14|CLI-00905|tienda_sur|5|Proceso de compra rápido y sin complicaciones.
2026-03-09|CLI-02518|tienda_sur|1|Los precios son más altos que en otros lugares.
2026-01-02|CLI-00537|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-02-14|CLI-02428|online|5|Precios competitivos y buena experiencia general.
2026-02-07|CLI-01802|online|2|El producto llegó con empaque dañado.
2026-03-25|CLI-00394|tienda_norte|4|Precios competitivos y buena experiencia general.
2026-01-19|CLI-01975|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-28|CLI-02728|online|4|Muy buena variedad de productos disponibles.
2026-03-10|CLI-01282|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-02-05|CLI-02777|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-05|CLI-02982|online|4|Proceso de compra rápido y sin complicaciones.
2026-01-15|CLI-02003|online|5|Los productos son de muy buena calidad.
2026-03-21|CLI-02486|tienda_norte|1|El producto llegó con empaque dañado.
2026-02-04|CLI-02366|tienda_sur|3|Regular, algunos productos no estaban disponibles.
2026-03-21|CLI-02013|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-02-28|CLI-01422|online|1|Tardaron demasiado en atenderme.
2026-01-23|CLI-01203|tienda_norte|5|Los productos son de muy buena calidad.
2026-01-02|CLI-02463|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-01-11|CLI-01619|online|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-24|CLI-01380|tienda_sur|2|Los precios son más altos que en otros lugares.
2026-01-23|CLI-00812|tienda_sur|3|La atención fue adecuada pero no destacó.
2026-01-10|CLI-02171|tienda_norte|2|Muy poca variedad en la categoría que busqué.
2026-02-12|CLI-00668|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-13|CLI-01840|tienda_sur|3|La atención fue adecuada pero no destacó.
2026-02-05|CLI-00934|online|2|Tardaron demasiado en atenderme.
2026-03-01|CLI-02742|tienda_sur|1|Difícil encontrar lo que buscaba, poca señalización.
2026-03-15|CLI-01585|tienda_norte|1|Tardaron demasiado en atenderme.
2026-03-31|CLI-00452|tienda_norte|4|Los productos son de muy buena calidad.
2026-01-28|CLI-01657|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-03-28|CLI-01514|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-02-22|CLI-00354|online|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-21|CLI-02004|tienda_norte|1|Difícil encontrar lo que buscaba, poca señalización.
2026-02-12|CLI-01874|tienda_sur|5|Proceso de compra rápido y sin complicaciones.
2026-02-07|CLI-01195|online|4|Los productos son de muy buena calidad.
2026-02-05|CLI-01052|online|4|Precios competitivos y buena experiencia general.
2026-03-30|CLI-02611|tienda_norte|5|Los productos son de muy buena calidad.
2026-03-10|CLI-02459|online|5|Muy buena variedad de productos disponibles.
2026-02-16|CLI-01519|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-15|CLI-01590|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-03-27|CLI-02574|online|5|Precios competitivos y buena experiencia general.
2026-03-18|CLI-00258|online|5|Muy buena variedad de productos disponibles.
2026-01-20|CLI-00216|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-18|CLI-00850|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-09|CLI-01194|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-03-20|CLI-01126|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-03-02|CLI-00014|online|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-23|CLI-00475|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-02-15|CLI-02256|tienda_norte|4|Los productos son de muy buena calidad.
2026-01-16|CLI-00828|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-03-23|CLI-00456|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-03-30|CLI-00415|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-03-25|CLI-00536|tienda_norte|4|Los productos son de muy buena calidad.
2026-03-31|CLI-02010|online|3|Tiempo de espera aceptable pero podría mejorar.
2026-02-17|CLI-00103|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-14|CLI-00251|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-02-19|CLI-01538|tienda_norte|4|Los productos son de muy buena calidad.
2026-02-15|CLI-01391|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-01|CLI-00854|tienda_norte|4|La tienda estaba muy ordenada y limpia.
2026-01-05|CLI-01272|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-02-24|CLI-00739|online|3|La experiencia fue correcta, nada especial.
2026-01-07|CLI-02428|tienda_norte|1|Difícil encontrar lo que buscaba, poca señalización.
2026-01-02|CLI-00340|tienda_norte|4|Precios competitivos y buena experiencia general.
2026-01-15|CLI-02078|tienda_sur|4|La tienda estaba muy ordenada y limpia.
2026-02-01|CLI-02032|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-09|CLI-01794|online|4|Proceso de compra rápido y sin complicaciones.
2026-02-05|CLI-01623|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-21|CLI-01351|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-06|CLI-02070|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-03-20|CLI-01186|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-03-30|CLI-00104|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-01-24|CLI-01283|online|4|Precios competitivos y buena experiencia general.
2026-03-25|CLI-02620|online|2|Tardaron demasiado en atenderme.
2026-01-19|CLI-02641|tienda_sur|4|Muy buena variedad de productos disponibles.
2026-03-14|CLI-01136|tienda_norte|5|Los productos son de muy buena calidad.
2026-01-21|CLI-02559|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-02-05|CLI-00306|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-01-19|CLI-02330|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-10|CLI-00653|tienda_norte|5|Los productos son de muy buena calidad.
2026-01-01|CLI-00789|tienda_norte|4|La tienda estaba muy ordenada y limpia.
2026-01-17|CLI-00374|tienda_norte|2|Tardaron demasiado en atenderme.
2026-01-20|CLI-02632|tienda_sur|2|Los precios son más altos que en otros lugares.
2026-03-23|CLI-01707|tienda_sur|2|Los precios son más altos que en otros lugares.
2026-02-05|CLI-02256|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-02|CLI-00011|online|4|Precios competitivos y buena experiencia general.
2026-03-09|CLI-01384|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-02-10|CLI-00137|online|3|La experiencia fue correcta, nada especial.
2026-01-29|CLI-01133|tienda_norte|5|Los productos son de muy buena calidad.
2026-03-28|CLI-00153|tienda_sur|1|Tardaron demasiado en atenderme.
2026-02-19|CLI-02260|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-03-30|CLI-00652|online|2|Tardaron demasiado en atenderme.
2026-02-22|CLI-00148|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-01-05|CLI-00418|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-16|CLI-02674|online|5|Muy buena variedad de productos disponibles.
2026-03-06|CLI-00903|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-20|CLI-02086|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-02-08|CLI-02972|online|5|La tienda estaba muy ordenada y limpia.
2026-02-11|CLI-01947|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-03-01|CLI-00325|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-02-26|CLI-00216|online|3|La atención fue adecuada pero no destacó.
2026-01-13|CLI-02260|online|3|La atención fue adecuada pero no destacó.
2026-02-17|CLI-00589|online|5|Muy buena variedad de productos disponibles.
2026-02-12|CLI-02752|tienda_sur|2|Muy poca variedad en la categoría que busqué.
2026-01-20|CLI-02344|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-29|CLI-01319|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-02-07|CLI-01436|online|3|La experiencia fue correcta, nada especial.
2026-02-22|CLI-01800|online|3|La atención fue adecuada pero no destacó.
2026-03-06|CLI-00342|tienda_sur|2|Muy poca variedad en la categoría que busqué.
2026-03-31|CLI-01297|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-01-20|CLI-02829|tienda_sur|2|Tardaron demasiado en atenderme.
2026-02-28|CLI-02819|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-07|CLI-01976|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-01-05|CLI-02413|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-05|CLI-01051|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-01-01|CLI-00107|online|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-04|CLI-00398|tienda_norte|5|Los productos son de muy buena calidad.
2026-03-11|CLI-00735|online|4|Proceso de compra rápido y sin complicaciones.
2026-02-13|CLI-01911|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-22|CLI-00656|online|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-22|CLI-02021|tienda_norte|4|Los productos son de muy buena calidad.
2026-02-02|CLI-00047|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-22|CLI-02899|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-03-14|CLI-01428|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-02-08|CLI-00234|tienda_norte|4|Excelente atención del personal, volveré pronto.
2026-03-03|CLI-00187|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-22|CLI-01889|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-27|CLI-02763|online|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-28|CLI-02030|tienda_sur|3|La atención fue adecuada pero no destacó.
2026-01-03|CLI-00574|online|5|Precios competitivos y buena experiencia general.
2026-02-02|CLI-01998|online|3|La experiencia fue correcta, nada especial.
2026-01-24|CLI-01883|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-30|CLI-02716|tienda_sur|5|Los productos son de muy buena calidad.
2026-01-22|CLI-01967|tienda_norte|3|Regular, algunos productos no estaban disponibles.
2026-03-14|CLI-02981|online|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-31|CLI-01717|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-02-22|CLI-01940|online|3|La experiencia fue correcta, nada especial.
2026-03-02|CLI-01596|online|5|La tienda estaba muy ordenada y limpia.
2026-01-20|CLI-01301|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-14|CLI-01328|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-02-28|CLI-01960|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-01-25|CLI-02248|online|4|Precios competitivos y buena experiencia general.
2026-02-05|CLI-00741|tienda_sur|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-01|CLI-00547|online|3|El producto cumplió las expectativas básicas.
2026-02-11|CLI-00801|online|4|Proceso de compra rápido y sin complicaciones.
2026-03-15|CLI-00953|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-20|CLI-02726|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-02-25|CLI-01311|online|5|Muy buena variedad de productos disponibles.
2026-03-26|CLI-00210|online|4|Muy buena variedad de productos disponibles.
2026-01-20|CLI-00714|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-01-11|CLI-00987|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-01-03|CLI-02397|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-07|CLI-02190|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-24|CLI-00625|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-01-03|CLI-02391|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-02-05|CLI-00072|online|2|Tardaron demasiado en atenderme.
2026-01-25|CLI-01423|online|1|El producto llegó con empaque dañado.
2026-03-25|CLI-01612|tienda_sur|1|El personal no supo resolver mi consulta.
2026-02-24|CLI-02610|tienda_norte|5|Muy buena variedad de productos disponibles.
2026-01-14|CLI-02073|tienda_sur|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-25|CLI-02279|tienda_norte|4|Excelente atención del personal, volveré pronto.
2026-01-10|CLI-02251|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-01-31|CLI-01488|online|4|Los productos son de muy buena calidad.
2026-02-10|CLI-00090|tienda_norte|2|El personal no supo resolver mi consulta.
2026-01-29|CLI-01684|tienda_norte|4|Precios competitivos y buena experiencia general.
2026-02-25|CLI-00080|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-03-22|CLI-02281|online|4|Precios competitivos y buena experiencia general.
2026-01-07|CLI-02027|online|5|Excelente atención del personal, volveré pronto.
2026-01-13|CLI-02362|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-19|CLI-01958|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-01-18|CLI-01262|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-31|CLI-01679|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-03-11|CLI-01881|online|5|Proceso de compra rápido y sin complicaciones.
2026-03-28|CLI-02180|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-03-03|CLI-01150|tienda_sur|5|Muy buena variedad de productos disponibles.
2026-03-06|CLI-01284|tienda_sur|5|Excelente atención del personal, volveré pronto.
2026-03-14|CLI-01327|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-06|CLI-01889|online|5|Excelente atención del personal, volveré pronto.
2026-02-12|CLI-01059|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-01-05|CLI-02463|online|2|Muy poca variedad en la categoría que busqué.
2026-02-27|CLI-00261|online|4|Muy buena variedad de productos disponibles.
2026-03-18|CLI-01528|tienda_sur|5|Excelente atención del personal, volveré pronto.
2026-01-18|CLI-00904|online|4|Precios competitivos y buena experiencia general.
2026-01-15|CLI-02143|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-01-01|CLI-02601|online|4|Excelente atención del personal, volveré pronto.
2026-03-13|CLI-02882|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-01-05|CLI-00746|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-26|CLI-02514|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-02-05|CLI-00089|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-09|CLI-01742|online|4|La tienda estaba muy ordenada y limpia.
2026-03-28|CLI-00245|online|4|La tienda estaba muy ordenada y limpia.
2026-03-12|CLI-01451|tienda_norte|2|Muy poca variedad en la categoría que busqué.
2026-02-17|CLI-00348|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-03-10|CLI-00775|online|4|Excelente atención del personal, volveré pronto.
2026-03-27|CLI-01355|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-03-22|CLI-01282|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-01-18|CLI-01417|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-04|CLI-01045|tienda_sur|4|Proceso de compra rápido y sin complicaciones.
2026-01-01|CLI-00783|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-14|CLI-02544|online|2|Muy poca variedad en la categoría que busqué.
2026-02-07|CLI-00924|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-02-01|CLI-00714|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-01-13|CLI-00994|tienda_norte|5|Muy buena variedad de productos disponibles.
2026-01-25|CLI-02180|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-03-21|CLI-00827|tienda_sur|5|Precios competitivos y buena experiencia general.
2026-03-25|CLI-02839|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-03-30|CLI-02823|online|1|El personal no supo resolver mi consulta.
2026-01-18|CLI-01493|tienda_sur|5|La tienda estaba muy ordenada y limpia.
2026-03-30|CLI-02070|online|2|El personal no supo resolver mi consulta.
2026-01-27|CLI-01669|tienda_norte|4|Precios competitivos y buena experiencia general.
2026-02-03|CLI-01365|tienda_sur|3|La atención fue adecuada pero no destacó.
2026-01-07|CLI-01093|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-02-22|CLI-01844|online|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-09|CLI-01862|online|4|Excelente atención del personal, volveré pronto.
2026-02-26|CLI-01562|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-03|CLI-00766|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-06|CLI-02261|online|5|Proceso de compra rápido y sin complicaciones.
2026-03-11|CLI-02293|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-02-01|CLI-01866|online|4|Precios competitivos y buena experiencia general.
2026-03-29|CLI-00286|tienda_norte|4|La tienda estaba muy ordenada y limpia.
2026-01-17|CLI-01141|tienda_norte|3|Regular, algunos productos no estaban disponibles.
2026-02-01|CLI-02649|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-01-21|CLI-00809|online|4|La tienda estaba muy ordenada y limpia.
2026-01-29|CLI-02175|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-09|CLI-01147|tienda_norte|2|El personal no supo resolver mi consulta.
2026-03-28|CLI-02378|online|4|Precios competitivos y buena experiencia general.
2026-01-13|CLI-01730|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-01-29|CLI-02204|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-03-30|CLI-01833|tienda_sur|2|El producto llegó con empaque dañado.
2026-01-04|CLI-00298|tienda_sur|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-04|CLI-01976|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-01-01|CLI-00963|online|4|Excelente atención del personal, volveré pronto.
2026-03-11|CLI-01788|tienda_sur|2|El producto llegó con empaque dañado.
2026-02-01|CLI-02784|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-09|CLI-02273|tienda_sur|3|Regular, algunos productos no estaban disponibles.
2026-03-19|CLI-00483|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-04|CLI-01980|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-30|CLI-00723|tienda_norte|3|La experiencia fue correcta, nada especial.
2026-01-30|CLI-02622|tienda_sur|4|La tienda estaba muy ordenada y limpia.
2026-03-07|CLI-02855|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-11|CLI-02522|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-02-13|CLI-00371|tienda_sur|2|Difícil encontrar lo que buscaba, poca señalización.
2026-03-30|CLI-01614|tienda_norte|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-22|CLI-01234|online|4|Muy buena variedad de productos disponibles.
2026-03-30|CLI-00281|tienda_sur|5|Excelente atención del personal, volveré pronto.
2026-03-02|CLI-02854|tienda_sur|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-29|CLI-01626|tienda_norte|5|Muy buena variedad de productos disponibles.
2026-02-12|CLI-02689|tienda_sur|1|Difícil encontrar lo que buscaba, poca señalización.
2026-03-17|CLI-00104|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-02-11|CLI-02039|online|4|La tienda estaba muy ordenada y limpia.
2026-03-18|CLI-02882|online|5|Proceso de compra rápido y sin complicaciones.
2026-03-24|CLI-00817|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-05|CLI-02221|tienda_norte|4|Proceso de compra rápido y sin complicaciones.
2026-01-05|CLI-02313|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-03-28|CLI-02198|online|3|El producto cumplió las expectativas básicas.
2026-01-08|CLI-00895|tienda_norte|2|Muy poca variedad en la categoría que busqué.
2026-03-03|CLI-02956|tienda_norte|4|Los productos son de muy buena calidad.
2026-03-26|CLI-02683|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-02-04|CLI-02965|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-03-17|CLI-01625|tienda_norte|4|Muy buena variedad de productos disponibles.
2026-03-16|CLI-00599|online|4|La tienda estaba muy ordenada y limpia.
2026-01-08|CLI-02638|online|3|La atención fue adecuada pero no destacó.
2026-03-23|CLI-02742|tienda_sur|3|Regular, algunos productos no estaban disponibles.
2026-02-25|CLI-02766|online|4|Proceso de compra rápido y sin complicaciones.
2026-02-21|CLI-02103|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-01-25|CLI-01836|online|5|Excelente atención del personal, volveré pronto.
2026-02-03|CLI-01869|tienda_norte|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-02-20|CLI-02050|online|1|El personal no supo resolver mi consulta.
2026-02-18|CLI-02349|online|5|Muy buena variedad de productos disponibles.
2026-02-14|CLI-02046|tienda_norte|4|Excelente atención del personal, volveré pronto.
2026-02-11|CLI-00774|tienda_norte|2|Los precios son más altos que en otros lugares.
2026-02-04|CLI-00044|online|5|Precios competitivos y buena experiencia general.
2026-01-06|CLI-00812|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-03-22|CLI-02143|tienda_sur|3|El producto cumplió las expectativas básicas.
2026-01-12|CLI-02784|tienda_norte|3|El producto cumplió las expectativas básicas.
2026-02-05|CLI-00948|tienda_norte|3|La experiencia fue correcta, nada especial.
2026-02-24|CLI-01290|online|3|La atención fue adecuada pero no destacó.
2026-03-11|CLI-01577|tienda_norte|2|Difícil encontrar lo que buscaba, poca señalización.
2026-01-30|CLI-01047|online|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-27|CLI-02528|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-09|CLI-02174|tienda_norte|5|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-22|CLI-00641|tienda_sur|2|Tardaron demasiado en atenderme.
2026-01-26|CLI-00714|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-03-26|CLI-01165|tienda_norte|5|Proceso de compra rápido y sin complicaciones.
2026-01-23|CLI-01011|online|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-02-19|CLI-02681|online|5|Los productos son de muy buena calidad.
2026-01-20|CLI-01010|online|4|Muy buena variedad de productos disponibles.
2026-02-16|CLI-00464|tienda_norte|2|Los precios son más altos que en otros lugares.
2026-03-06|CLI-01835|tienda_norte|5|La tienda estaba muy ordenada y limpia.
2026-01-28|CLI-02708|online|5|Proceso de compra rápido y sin complicaciones.
2026-01-12|CLI-00171|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-03-08|CLI-02437|tienda_sur|4|El personal fue muy amable y me ayudó a encontrar lo que buscaba.
2026-03-06|CLI-01556|online|5|Los productos son de muy buena calidad.
2026-02-06|CLI-00022|tienda_sur|3|El producto cumplió las expectativas básicas.
2026-02-10|CLI-02119|tienda_norte|5|Excelente atención del personal, volveré pronto.
2026-03-24|CLI-01153|online|3|La atención fue adecuada pero no destacó.
2026-02-08|CLI-02410|tienda_norte|5|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-26|CLI-02314|tienda_sur|4|Precios competitivos y buena experiencia general.
2026-03-17|CLI-02533|tienda_sur|4|Excelente atención del personal, volveré pronto.
2026-01-18|CLI-02306|online|2|Muy poca variedad en la categoría que busqué.
2026-01-20|CLI-00090|tienda_sur|5|Los productos son de muy buena calidad.
2026-01-09|CLI-00524|online|2|Tardaron demasiado en atenderme.
2026-02-01|CLI-01639|tienda_sur|3|La experiencia fue correcta, nada especial.
2026-03-26|CLI-00423|tienda_norte|1|Los precios son más altos que en otros lugares.
2026-03-03|CLI-00330|tienda_norte|3|La atención fue adecuada pero no destacó.
2026-02-24|CLI-02404|tienda_norte|5|Precios competitivos y buena experiencia general.
2026-01-23|CLI-02655|tienda_norte|5|Los productos son de muy buena calidad.
2026-03-10|CLI-00592|online|2|Muy poca variedad en la categoría que busqué.
2026-02-11|CLI-00142|online|3|La experiencia fue correcta, nada especial.
2026-03-13|CLI-01331|online|4|La tienda estaba muy ordenada y limpia.
2026-03-16|CLI-02255|online|3|El producto cumplió las expectativas básicas.
2026-01-01|CLI-02406|tienda_sur|3|Tiempo de espera aceptable pero podría mejorar.
2026-03-12|CLI-01341|online|2|Tardaron demasiado en atenderme.
2026-02-17|CLI-00013|online|4|Encontré todo lo que necesitaba, muy completo el catálogo.
2026-01-23|CLI-00051|tienda_norte|2|Tardaron demasiado en atenderme.
